,petid,magnitude,score
7292,c7eac7b01,7.3,0.4
7293,3e2cc2690,11.6,0
7294,2dd6e4186,1.2,0.2
7295,bf90589d1,0.0,0
7296,ecc64a258,0.3,0.3
7297,51372ce91,1.8,0.1
7298,dd9bf8c28,2.5,0.4
7299,132346d7e,0.2,0.2
7300,23367e78c,1.0,0.3
7301,a483f0d49,4.4,0.5
7302,3183085f4,2.2,0.4
7303,5bbf44cea,2.1,0.1
7304,1ba7bdbe6,0.2,0.1
7305,eed29a312,3.7,0.5
7306,3ee594f5a,12.5,0.2
7307,db81bf77c,0.3,0.3
7308,49f3710f9,7.0,0.3
7309,5347d6835,0.0,0
7310,05abbab5e,0.2,0.2
7311,b0a8a88a0,1.8,0.3
7312,e8e054802,0.6,0.3
7313,d4beefae9,1.7,0.8
7314,cb11e3261,0.2,0.2
7315,9fce612cf,5.9,0.2
7316,d04fbf327,0.4,0.1
7317,46ef61c91,0.4,0.4
7318,6e31c1647,2.9,0.4
7319,5c4742e35,0.9,0.9
7320,2262be7e9,2.0,0.3
7321,ef7870add,2.5,0.1
7322,ef06f5641,1.3,0
7323,80b7c910d,2.5,0.3
7324,4446dde7e,3.4,0.5
7325,7295b4948,1.2,0.6
7326,1542ab941,1.0,0.5
7327,aded1fafc,0.6,0.6
7328,895f73f14,0.8,0.4
7329,c7a324d3d,5.1,0.1
7330,978526235,2.8,0.2
7331,91d230036,3.6,0
7332,e7b5ed1a2,2.0,0.2
7333,efe27171b,4.1,0.3
7334,03f217352,3.1,0.4
7335,d270b074e,0.8,0.8
7336,8c2d37546,0.2,0
7337,157f9809a,0.3,0.3
7338,906083f6c,4.6,0.3
7339,c91873618,1.3,0.3
7340,7ff979d3a,8.5,0.2
7341,1ff148919,0.0,0
7342,a993cd91a,2.7,0.5
7343,87a37261b,4.6,0.4
7344,00b00d5c1,2.6,0.3
7345,e493537b3,3.9,-0.2
7346,ae1362961,3.6,0.5
7347,c14ddf8a0,0.1,0
7348,f861fe441,1.8,0.2
7349,382d948b1,2.5,0.2
7350,f859bcecf,0.8,0.8
7351,2239dee36,1.1,0.1
7352,2836c44dc,0.0,0
7353,675a05fed,0.0,0
7354,97a3cca4f,0.9,0.9
7355,5c5f306fa,1.7,0
7356,1a952e440,0.3,0.3
7357,1819e298c,0.1,0.1
7358,386990598,2.9,0.2
7359,88bffd281,1.1,-0.1
7360,d45e400b8,0.9,0
7361,6ef02d7e9,1.5,0.7
7362,7ed1216f9,1.3,0
7363,45ea16ef8,2.2,0
7364,4a91d273b,3.3,0.3
7365,4eb61ccb3,1.6,0
7366,c29fca356,3.8,0
7367,5ab1e209b,1.2,0.3
7368,50339ca55,2.4,0
7369,400a15912,0.7,0.3
7370,7cbf39f49,1.8,0.9
7371,4696fb463,2.0,0.3
7372,07102e682,0.0,0
7373,4fc9dee58,3.5,0
7374,7e43ebd6c,0.0,0
7375,1a676ca88,1.0,0.3
7376,e464fcd4b,8.4,0.4
7377,adc3a477a,3.8,0.3
7378,08f54d056,2.1,0.4
7379,9f2251ffe,1.2,0.2
7380,fde58f7fa,1.4,0.1
7381,0690278af,0.0,0
7382,648727065,1.8,0.9
7383,802986a45,2.4,0.6
7384,81d38d5ec,0.8,-0.8
7385,818faec45,2.3,0.5
7386,591f1d67c,2.1,0.4
7387,c7e8a87dc,15.2,0.2
7388,91288ac35,1.7,0.1
7389,ea0d7522c,1.8,0.3
7390,27177be26,0.1,-0.1
7391,a2665a33f,4.4,0.3
7392,d946f7a55,0.4,0
7393,92085e776,3.7,0.5
7394,bea6f651c,0.8,0.2
7395,5a3599411,1.4,0.3
7396,d8de3a329,1.0,0.2
7397,239844635,2.0,0
7398,14084c784,0.9,0.9
7399,aa0d42c80,4.4,0.1
7400,b054e635f,2.9,0.7
7401,d5052e2a9,4.7,0.1
7402,81ecf4cda,0.9,0.9
7403,7f8955f6a,1.3,-0.4
7404,0e88c1c1c,1.7,0.4
7405,4b9f45715,2.1,0.5
7406,d965d6f3a,1.2,0.3
7407,e861279c2,0.9,0.9
7408,4f279d30c,1.4,0.7
7409,c05b74b05,3.0,0.3
7410,7c37095b6,1.5,0.4
7411,472e86a83,2.2,0.7
7412,2ffddd303,1.2,0.6
7413,da2cbec0f,0.7,0
7414,eff316e87,0.2,-0.2
7415,882021db6,1.0,0.5
7416,015770429,0.9,0.4
7417,0d7247d3e,0.0,0
7418,bc4bbcef1,1.1,0.2
7419,27cd530db,1.8,0.6
7420,26428557f,1.3,0.1
7421,eb77432cd,3.1,0.2
7422,6b0103c04,2.2,0.3
7423,0a40d8c85,1.9,0.5
7424,45bec4a13,2.2,0.2
7425,2f7fd8400,2.7,0.9
7426,1c69743d6,3.0,-0.3
7427,e8e461026,0.9,0.1
7428,c7b7dae2f,3.9,0.1
7429,b5b9f6e99,3.0,0.5
7430,c06d167ca,0.5,0.1
7431,27104e464,1.7,0.8
7432,605fe21a1,7.7,0.4
7433,bbff91dd9,4.5,0.5
7434,f87489d3e,3.2,0.2
7435,5c496f946,0.1,0.1
7436,e2db9e1eb,3.5,0
7437,df1507e61,0.5,0.1
7438,6e31c7d5c,1.8,0.4
7439,f1c49dd17,3.6,0.5
7440,07128a0d8,2.7,0.3
7441,94fc65b67,3.8,0.4
7442,307c5ca84,2.8,0.2
7443,c219bf074,0.4,0.1
7444,d8dd968c6,0.1,0.1
7445,9e1caf559,15.4,0.1
7446,3bb5061e6,6.9,0.3
7447,0c200f7a6,0.0,0
7448,836b6e6f3,1.5,0.2
7449,531f9b184,2.0,0.5
7450,b356b0f05,0.7,0.7
7451,3cf0fcd34,0.7,0.1
7452,4448f7d57,0.9,0.9
7453,513836f07,4.1,-0.1
7454,2fdc23bcb,2.3,0.7
7455,0ff50cbd5,0.7,0.3
7456,392cb224a,3.2,0.1
7457,71be09737,1.3,0
7458,2dea0707b,0.3,0.3
7459,e2bb56954,0.0,0
7460,6a864757b,2.6,0.3
7461,b1f31ab87,1.1,0.3
7462,9070ef426,0.8,0.8
7463,a6231927c,2.3,0
7464,2208d2be1,6.9,0.3
7465,2c281057a,3.3,0.1
7466,4866e37fe,1.0,0.4
7467,5bc5b43ae,0.9,0
7468,3f9f466d1,0.1,0
7469,6210026f5,0.7,0.7
7470,75f3f26cd,2.5,0.4
7471,71655dcec,12.9,0.2
7472,0ca52e744,1.3,0.3
7473,167a6dcf3,0.3,0.3
7474,9c8459c74,1.0,0.5
7475,b03c17502,0.4,0.2
7476,31c12668d,0.9,0.9
7477,c07eb487c,2.4,0
7478,3a3d4f5dc,1.0,-0.5
7479,00a1f270a,0.8,0.8
7480,5ee34f0d2,3.2,0.2
7481,6ac38f654,1.7,0
7482,4036e0e12,3.7,0.5
7483,b75594e30,2.4,0.3
7484,d01e08ee2,0.2,0.2
7485,f3aada535,4.2,0.4
7486,923da13c4,0.8,0.8
7487,b7d753c5a,0.8,0
7488,5bd725e47,1.7,0
7489,97ce22dae,3.3,0.4
7490,ef14861df,2.2,0.7
7491,4f9031dce,0.8,0.1
7492,ab41920c4,1.5,0.5
7493,97c58d897,0.0,0
7494,a385cb92a,0.4,0
7495,8143d5d0c,2.3,0.2
7496,a111adc75,3.3,0.1
7497,8ead3a355,1.3,0.4
7498,9c7476c25,0.6,0.3
7499,5d8568dbd,0.9,0.9
7500,d5cbed556,0.8,0.8
7501,2455effb8,1.1,0.3
7502,cbdeed3f9,0.1,0.1
7503,fbc0c9535,2.4,0
7504,2d79572ae,1.6,0.1
7505,6db27dbb7,0.1,0.1
7506,1534419ad,1.7,0.3
7507,b6106ecb8,0.3,0.1
7508,0602a34f3,1.0,0.5
7509,13fb61859,5.6,0.1
7510,87613aee1,0.9,0.4
7511,0d25f084f,2.5,0.1
7512,d45562a98,2.6,0.2
7513,137916924,2.2,0.2
7514,6fd65f90a,2.6,0.1
7515,d11425b98,4.8,0.2
7516,0a6b9433e,0.4,0
7517,8d7a8a5c0,2.2,0.2
7518,b60a4eb5e,1.6,0.1
7519,e156e8aa0,0.5,-0.5
7520,597c27524,1.6,0.5
7521,d99ea593a,5.8,0.4
7522,bf190a061,3.3,0.3
7523,27dd38817,3.8,0.5
7524,c9a21c416,2.6,0.2
7525,5c1f1a317,0.8,0
7526,32148e0fc,2.5,0.3
7527,8d83c952c,7.0,0.1
7528,c3269c5d7,1.9,0.4
7529,095cba2c7,1.5,0.4
7530,c6e763332,0.0,0
7531,701c5afba,0.1,0.1
7532,8ad959e57,2.5,0.4
7533,41d6c5f90,1.5,0.2
7534,043d8c534,1.3,0.3
7535,0e783a2e1,0.1,0.1
7536,f310c42f2,0.9,0.4
7537,44db1cade,4.7,0
7538,94b587221,3.5,0.4
7539,19d68bcc8,1.3,0.1
7540,67825bf81,1.2,0
7541,e0667be3b,3.1,0.3
7542,3c9dc7370,2.3,0.3
7543,0b2e2526c,0.9,0.9
7544,790a68c0c,0.1,-0.1
7545,30ca259ed,2.8,0.4
7546,0a949618f,0.8,0.4
7547,f836696de,1.4,0.3
7548,258026ebe,3.3,0.3
7549,4752b5e0c,3.5,0.3
7550,80af6d9df,4.7,0.2
7551,6f2721c52,2.8,0.7
7552,53c0ebe89,1.3,0.2
7553,da2cdb505,0.8,0
7554,5971c2462,1.8,0.6
7555,d4e83ee5b,0.8,0.1
7556,c3eefdcd8,2.1,0.3
7557,3cb155233,2.1,0.3
7558,514319114,1.3,0.3
7559,1eeb50e8f,0.7,0.7
7560,d2eda3337,0.9,0.9
7561,9ed224982,2.4,0.1
7562,31e266863,3.2,0.1
7563,9fb0aedb7,0.0,0
7564,3a5d5a265,2.1,0.2
7565,37d88b689,3.9,0.4
7566,77e6966dc,0.1,0.1
7567,186920165,0.4,0.1
7568,ca81b2566,2.8,0.5
7569,7000a4f76,0.2,0.2
7570,7a0942d61,1.1,0.2
7571,7bda94ad0,8.4,0.3
7572,f5257c5e4,0.3,-0.3
7573,e73545fe5,1.5,0
7574,ebff4722c,1.3,0.3
7575,b8e7085dc,0.0,0
7576,0be09ae87,0.2,0.1
7577,ec28e0aad,0.9,0.9
7578,6f551693a,6.0,0.4
7579,504ce7187,3.1,0.5
7580,98a98311c,2.0,0.1
7581,000fb9572,0.8,0.3
7582,9cf32e2a6,0.8,0.8
7583,467370aaa,2.6,0.3
7584,0f9f0dd0e,5.6,0.1
7585,175926b9c,2.1,0.1
7586,4771e1226,1.1,0.3
7587,924373704,0.9,0.9
7588,51c72aa92,1.3,0.2
7589,66dbc2985,2.2,0.1
7590,7a12e98d8,10.0,0.3
7591,aa40c19c2,0.9,0.4
7592,d93b38122,0.2,0
7593,d0866146d,2.2,0.3
7594,60aca92c5,3.6,0.5
7595,c6cdbebfa,0.9,0.9
7596,a47931d69,0.8,0.8
7597,c12b5f5de,0.6,0.6
7598,3dfe89264,2.4,0
7599,af9eac2be,2.5,0.2
7600,1cd970978,0.8,0
7601,2b7222d13,0.4,0.1
7602,c60193e34,2.7,0.9
7603,013527aeb,2.0,-0.1
7604,14f3fbc84,0.7,0.3
7605,8de855263,1.0,0.5
7606,d2117fd10,1.5,0.7
7607,9550556bf,7.7,0.4
7608,fce9a96ce,0.0,0
7609,f21d7ec45,0.4,0.2
7610,b7809d0dd,0.0,0
7611,8ff587b75,2.0,0
7612,f1b4a123f,1.4,0.2
7613,f40b68c08,0.6,0.3
7614,6114449db,1.3,0.3
7615,8ff8aefca,2.2,0.3
7616,82f95b703,0.0,0
7617,221331819,1.0,0
7618,74f4cfdf6,2.7,0.4
7619,769d800fa,2.9,-0.2
7620,71aed274c,2.2,0.1
7621,32efae9d5,0.1,0
7622,0714145e6,1.3,0.3
7623,df5f12e58,3.7,0.1
7624,ee3543995,0.7,0.7
7625,07eb56db1,0.0,0
7626,d5abad72c,2.9,0.3
7627,ca76729c9,2.7,-0.1
7628,0e4ef28c9,0.9,0.9
7629,3005b75eb,1.6,0.4
7630,fc580a6eb,1.5,0.1
7631,b4d0c60b6,4.9,-0.1
7632,9a591a8d9,12.1,0.1
7633,87aff0121,5.6,0.2
7634,17fdf5bfc,6.4,0.8
7635,ccb658698,2.6,0
7636,ec5069cf6,0.8,0.8
7637,28c34e5dc,1.3,0.3
7638,e4a48ef49,0.5,-0.1
7639,6e642352c,3.8,0.2
7640,96b8b56b4,2.8,0.1
7641,7f5233804,3.6,0
7642,e8020cb33,4.0,0.5
7643,de43c6ce5,1.3,0
7644,a5b4b663d,1.4,0
7645,36b57b1ee,1.6,0.3
7646,573b3ec3d,0.5,0.2
7647,020fbbc9d,0.4,0
7648,804c6c78d,3.2,0.1
7649,17066185d,0.0,0
7650,f72d7a939,2.1,0.7
7651,419d296e7,12.0,0.3
7652,10b669bea,2.1,0.4
7653,399cacd30,1.5,0.7
7654,cad137e83,0.6,0.6
7655,57abbd25f,2.2,0.1
7656,4a56df934,2.5,0.3
7657,22ff7ca25,0.6,-0.6
7658,14631d97b,2.6,0.2
7659,eb350f2bc,1.1,0
7660,12f9b8e6c,2.5,0.3
7661,191043d9c,0.2,-0.2
7662,bc6abd32e,1.2,0.4
7663,f14c5a335,10.0,0.1
7664,47ecc7ef4,2.0,0.4
7665,c5a7f7d69,1.2,0.3
7666,9497fd08f,0.7,0.7
7667,1076dcc35,1.1,0.5
7668,a61776aba,2.4,0
7669,98673487c,2.4,0.3
7670,bf9bd91e1,5.8,0.1
7671,8988d22a5,2.0,0.5
7672,c74d9c9f3,1.0,0.5
7673,7bbdce003,1.4,0.2
7674,ae3ef6983,6.5,0.3
7675,6a393b32a,2.5,0.2
7676,35178a75a,5.8,0.4
7677,4dad8252f,0.0,0
7678,4e6750363,2.2,0.3
7679,6480e3454,2.6,0.3
7680,020cd1d50,2.3,0.4
7681,aa88c3b97,1.0,0.5
7682,09db544ea,6.7,0.2
7683,7759517e2,0.9,0.9
7684,22e4974f2,3.2,0.8
7685,d9033fea0,1.6,0.3
7686,bdc94bd91,0.7,0.7
7687,9a9707c98,1.6,0.8
7688,ba77d1df1,1.5,0.1
7689,18ef93321,0.2,0
7690,a3eb4fe4d,3.2,0.3
7691,0acb3bf7a,0.9,0.3
7692,5043a32cb,3.5,0.5
7693,355cc5db7,0.9,0.9
7694,c301eddcb,0.2,0
7695,74d7a26bc,13.5,0.3
7696,14f54fdb9,1.9,0.3
7697,01ac09f2a,6.1,0.1
7698,0fe9d0022,1.0,0.5
7699,bca4defa4,11.8,0.1
7700,53e7035cf,2.0,0.3
7701,e8ec1a562,2.0,0.4
7702,ddf06fabf,2.6,0.2
7703,47787f847,1.4,0.3
7704,9ecb47019,3.0,0.5
7705,9579ad7a1,2.2,0.3
7706,cb474120b,1.3,0.1
7707,d1052eb2d,0.6,0.3
7708,f447d931c,0.9,0.9
7709,33db028cb,1.3,0.2
7710,a0c1384d1,3.0,0.3
7711,b504fc3b5,2.7,0.5
7712,1d5870131,0.5,-0.5
7713,fc48054c2,2.5,0.3
7714,11ce5617d,7.2,0.5
7715,35b51bb28,0.8,0.3
7716,6e5f03ddf,5.2,0.5
7717,549273935,1.2,0.6
7718,cedeef1a7,2.9,0.4
7719,d56096e79,2.9,0
7720,b1b2aae50,1.9,0.4
7721,6aeef2649,5.4,0.2
7722,6e60043fe,1.1,0.3
7723,07cf7d230,6.3,0.2
7724,3c43b7541,0.8,0.8
7725,0e23c4abd,0.0,0
7726,1ccd49ce2,2.2,0.2
7727,904b74dde,0.8,0.8
7728,e013ab581,4.8,0.3
7729,72b6bef39,1.5,0.7
7730,acdf99f98,1.6,0.1
7731,80723d694,11.3,0.4
7732,7342eafeb,3.5,0
7733,843d24f0a,0.9,0.9
7734,ac0cedc9c,0.3,0
7735,e9cf01a21,1.9,0.3
7736,00553ae55,0.1,0.1
7737,598479067,2.6,0.6
7738,5bee46079,0.6,0.3
7739,f8fb0aa55,0.9,0.9
7740,ad6992c20,2.3,0.4
7741,557f3e130,0.9,0.9
7742,6da1ee245,13.5,0.4
7743,eb8adeef1,1.0,0.3
7744,3d1d0f102,1.6,0.5
7745,e38690387,0.1,0.1
7746,30908fb77,0.0,0
7747,c03b8b2db,0.0,0
7748,0011d7c25,0.8,0.8
7749,b9893e2fb,2.4,0.2
7750,385b5b8fc,1.3,0.1
7751,de445d837,2.0,0.1
7752,c70dc1bd1,0.0,0
7753,7a785a607,1.3,0.4
7754,b319a0cd7,1.2,0.2
7755,fd717a456,2.7,0.1
7756,d9c8973ea,4.1,0.2
7757,be7ff8075,0.4,0.1
7758,1e8187711,0.8,0.8
7759,2391fcc9d,1.2,0.6
7760,25c48e7ff,1.2,0.4
7761,dce0ccf91,2.8,0.5
7762,cddbe627c,0.2,0.1
7763,b2566d195,2.9,0.3
7764,edd61c330,0.5,-0.1
7765,d3f157880,3.0,0.6
7766,06bfadf29,1.7,-0.1
7767,0e80de8ac,1.3,0.4
7768,5e8cbcc56,4.7,0.1
7769,e6e0ad572,3.8,0.4
7770,bb74a9d58,5.1,0.3
7771,c82705cf4,0.2,-0.2
7772,42d06aa80,0.7,0.7
7773,854b2bc3b,2.6,0.1
7774,4470adc62,0.7,0.3
7775,0b817da84,0.4,0.4
7776,27b7a406b,3.8,0.1
7777,8dd8e4a4f,2.4,0.3
7778,964dd458f,1.5,0.2
7779,34edfc9d5,2.5,0.6
7780,d1a577692,3.4,0.1
7781,afa46c13d,0.9,0.9
7782,a823f714b,1.3,0.6
7783,7e87938c3,1.0,0
7784,9bbd8c277,0.2,0
7785,b93abca0b,1.8,0.5
7786,ccc88931c,2.2,0.3
7787,833c51fd2,0.6,0.1
7788,0955b54fd,1.7,0.8
7789,8aa1e5830,7.0,0.2
7790,b46b4419a,2.8,0.9
7791,a39034cfc,1.4,0.7
7792,c40b30ff3,0.6,0.6
7793,679e98b95,2.5,0.6
7794,7a6ef9da1,3.6,0.3
7795,8311f29c4,1.7,0.4
7796,b96b7da59,1.8,0
7797,ab309dd09,2.5,0.8
7798,040d87bbb,4.0,-0.3
7799,c787ee619,2.0,0
7800,2d79d25fa,0.8,0.8
7801,60f513e5a,1.3,0.1
7802,c240d153f,4.4,0.8
7803,fca79ffbf,1.2,0.3
7804,2e989d559,2.1,0.2
7805,bbaa4a431,0.1,0.1
7806,c874c7c7c,0.5,0.1
7807,e6ff63097,1.2,0.3
7808,8d39e0fa1,2.0,0.3
7809,668e0428c,2.5,0.1
7810,91bcb5a0a,1.3,0.2
7811,838934661,0.4,-0.4
7812,2bcab4c4e,0.7,0.3
7813,a645311ed,2.8,0.9
7814,40fdde0aa,1.8,0
7815,81efac010,1.8,0.3
7816,282c90ff4,1.3,0.2
7817,4669945ed,3.3,0.5
7818,e5a2e7156,1.9,0.3
7819,a8d44452c,1.1,0.1
7820,c4be004d4,0.0,0
7821,783a31182,6.1,0.3
7822,89347826e,1.1,0.5
7823,cc6de6d19,0.2,0.1
7824,241dd214b,0.8,0.8
7825,8b2be8807,7.4,0.4
7826,0f1424059,0.9,0.9
7827,db3c2be5c,0.9,0.9
7828,22ae95c51,1.2,0.4
7829,9cfe96818,2.9,0.1
7830,a428c4daf,1.0,0.1
7831,7fc31b6bd,0.5,0.2
7832,c7aa43e1a,0.4,0.4
7833,3ac0662c8,0.0,0
7834,10486a12e,0.2,0.1
7835,f749cd744,1.9,0.4
7836,09e9110e2,0.0,0
7837,f981112a8,2.5,0.3
7838,0d20efa95,2.9,0.7
7839,72e995e27,4.3,0.2
7840,0ac6fe826,1.6,0.4
7841,edd79adb8,3.1,0.2
7842,04a30a9ea,3.4,0.2
7843,a08030c6f,0.9,0
7844,36681852f,0.8,0.8
7845,4914da5ec,1.5,0
7846,52ffdc6c2,1.1,0.5
7847,7697109cd,0.5,0.1
7848,ff891d6b6,1.5,0.5
7849,e66a993a5,1.0,0.1
7850,c1680e63c,0.3,0.1
7851,c37bb10fd,1.3,0.6
7852,0bf83cc3e,3.0,0.7
7853,1303e86df,0.1,0.1
7854,9351715a9,1.4,0.2
7855,b84ad40b4,3.6,0.2
7856,93eb14f37,0.8,0.8
7857,7564c7b62,3.1,0.4
7858,ad6387a7e,2.4,-0.1
7859,626b056b5,2.4,0.1
7860,528563012,1.3,0.4
7861,90489eccb,1.9,0.3
7862,e94581522,1.1,0.5
7863,d02baef01,2.6,0.5
7864,28dc83755,2.5,0.2
7865,fbc8619d9,0.9,0.9
7866,06df96299,0.9,0.9
7867,386e1a0fd,2.7,0.4
7868,d2dbe8b09,1.5,0.2
7869,5a21eec6d,0.0,0
7870,a3a4e1dd7,1.6,0.2
7871,dbea554c3,0.9,0.9
7872,c7969bc23,3.4,0.4
7873,4e4ceb08b,1.4,0.3
7874,584ba2890,2.4,0.8
7875,d7fd0a30a,4.0,0.2
7876,f600368fb,2.9,0.3
7877,b1f5f19fa,4.7,0.2
7878,4068b452d,1.8,0
7879,54fa86958,4.9,0.2
7880,bca099371,0.8,0.8
7881,a47dfb645,0.7,0.7
7882,e5d3151bc,2.5,0.2
7883,56b0b72b1,3.1,0.1
7884,ddfea1140,1.3,0.4
7885,8d76a1b7f,4.3,0.4
7886,60c1c2fbd,2.5,0.4
7887,5290a4428,5.3,0.4
7888,e4dd90768,2.9,0.5
7889,9ef3d0eec,3.0,0
7890,96607bca0,2.4,0.8
7891,6ee8964b0,1.6,0.1
7892,3bc3e9db2,0.0,0
7893,441594b56,3.1,0.2
7894,c83fe0079,0.7,-0.2
7895,488cefe35,3.1,0
7896,0a6362374,0.8,-0.2
7897,058d37dda,1.1,0.5
7898,ff78347b7,3.7,0.5
7899,dc8359e75,1.7,0.2
7900,ec496eb44,2.4,0.1
7901,069762ec2,0.8,0.8
7902,35d04e039,0.4,0.2
7903,c9d333b09,3.9,0.5
7904,5d3289417,0.6,0.2
7905,45e8bd99a,5.4,0.2
7906,61da44459,2.7,0.2
7907,3021613fd,1.7,-0.2
7908,fbf954ea2,1.1,0.3
7909,b607db8c0,0.4,0
7910,dd3c902ae,4.4,0.2
7911,e90930a27,1.3,0.3
7912,829ba7bfc,0.0,0
7913,df09bd082,0.2,0.2
7914,5e8872259,0.2,0.2
7915,1f96eae14,0.1,0.1
7916,621b83ac7,7.2,0
7917,245434d5d,1.9,0
7918,8d047d078,1.5,0.5
7919,dbe634a4c,0.6,0
7920,89d7b4178,1.7,-0.1
7921,0a53af472,0.2,0.2
7922,96a5fd573,0.9,0.4
7923,22937e80e,1.0,0.3
7924,dc1d76def,2.4,0.4
7925,9c43d4567,1.1,0.3
7926,d54d84b63,0.0,0
7927,8ecb9aab0,5.0,0.1
7928,515d9508a,1.0,0.5
7929,594e3dc3f,0.3,0
7930,0ce80622f,0.2,0
7931,9c68827b5,0.0,0
7932,9faef6bb6,0.0,0
7933,143760a33,3.6,0
7934,aad9a8bdb,1.8,0
7935,2f72b9f33,1.0,0.1
7936,15dbf64f0,2.7,0.5
7937,2dd31e8ff,3.7,0.2
7938,bd7f4fcee,1.0,0.5
7939,2eaab0cb1,5.4,0.1
7940,1e7e220d7,0.9,0.9
7941,5f7343089,1.8,0.5
7942,eab1d3e9f,10.4,0.2
7943,7c9e28902,0.9,0.3
7944,72a2dc93b,0.7,-0.1
7945,1c7d56a42,1.1,0.5
7946,742cced96,3.2,0.3
7947,f60779a3b,1.2,-0.3
7948,89f28de34,0.3,0.1
7949,f90722a00,1.4,0.2
7950,3308b3980,2.5,0.2
7951,6e9e0ce30,3.4,0
7952,4af765dc3,1.4,0.1
7953,1f9b856e0,2.1,0
7954,31353ed83,0.9,0.3
7955,7e3d0e3f0,2.5,0.8
7956,418a25e6b,2.9,0
7957,b7d4318d8,2.7,0
7958,f8d16f3ef,3.3,0.4
7959,cc25fb529,0.9,0.4
7960,e40a90daa,0.0,0
7961,ba7ade913,3.7,0
7962,5fcb3804f,0.8,0.8
7963,27ce98a2e,2.2,0.5
7964,32d8fa52b,3.7,0.5
7965,628e30f3b,4.4,0.3
7966,979d48d7b,3.2,0.6
7967,c5ee96818,0.1,0.1
7968,cc0f5d3ba,1.2,0.6
7969,24737dbd5,1.2,0.6
7970,890e7be2b,3.2,0.2
7971,726488db4,0.9,0.9
7972,918fab9e8,0.1,-0.1
7973,063e2d021,6.3,0.1
7974,bc03cb42b,3.9,0.7
7975,c0f651276,3.2,0
7976,5dbb2fd0b,0.5,0.5
7977,ecbd85af1,0.5,0.5
7978,8d301b5e6,0.9,0.3
7979,d2d37c3c3,1.1,0.2
7980,4fd97d6fe,2.0,0.5
7981,ff4d9a3c6,2.9,0
7982,a77045d3b,1.5,-0.1
7983,6d7d7753c,1.0,0.3
7984,851c46a9c,1.4,0.3
7985,f7fc28014,0.0,0
7986,f22aae8af,0.9,0.1
7987,e27fa93d3,0.4,0.4
7988,7f08520d7,1.9,0.4
7989,3a7b85800,1.2,0.1
7990,76c073021,0.7,0.2
7991,d1dd377ae,1.1,0.1
7992,bf6dedb55,2.8,0.5
7993,53895ad35,0.7,-0.1
7994,78cb569c6,0.9,0.4
7995,85114144b,1.9,0.2
7996,a116545f6,2.4,0.3
7997,f89f0e01d,2.6,0.4
7998,655cfc630,0.6,0.6
7999,09d9212f5,0.3,0.3
8000,924cc5438,1.6,0.1
8001,9ae0545c1,2.6,0.6
8002,5ffd4e822,3.3,0.2
8003,785a95244,4.0,0.4
8004,3fc2f9495,4.9,0.2
8005,3edf44325,0.0,0
8006,a53e7e832,0.5,0.2
8007,0291e8ca0,4.7,0.3
8008,923a7163c,1.3,0.2
8009,1fc6f94cc,0.3,0.3
8010,bcf657071,2.3,0.1
8011,b1239feb4,2.7,0.4
8012,89ba257e1,1.8,0.1
8013,fa94b21d1,3.5,0.1
8014,a4cec9f83,0.0,0
8015,022b37ea0,1.4,0.1
8016,16472756f,0.7,0.1
8017,370d9c1ba,0.7,0.7
8018,da9d78f91,1.1,0.2
8019,cfe8c6bef,0.8,0.8
8020,5ddd7f219,0.5,0.2
8021,282f456cb,1.0,0.5
8022,94019dc75,3.9,0.1
8023,2f3ff5116,0.5,0.5
8024,40713e16a,0.8,0.8
8025,cb295209a,6.1,0.3
8026,edf80e3cc,0.6,0
8027,98d3a24b8,0.6,0.2
8028,05312ba72,2.4,0.4
8029,55b9c70eb,0.8,0.4
8030,8f117f08e,3.4,0.5
8031,3cfec8730,3.0,0.3
8032,c9cc0915c,1.2,-0.2
8033,fcae5bea5,1.9,0.4
8034,d5bf5adaa,2.3,0.4
8035,37e47eeab,2.5,0.2
8036,3fd5af157,0.8,0.8
8037,6f863a03a,0.0,0
8038,105c00abe,6.3,0.1
8039,792b0924e,1.8,0.6
8040,7f51a7e88,2.8,0.3
8041,c335ad2df,7.7,0.3
8042,35225eb67,2.0,0.2
8043,015c75c9e,1.2,0
8044,3cda8c2d7,1.5,0.2
8045,07b2a1416,0.2,-0.1
8046,f8710e158,4.8,0.2
8047,902e7f8aa,0.5,0.2
8048,61be9a64f,2.4,0
8049,92bf36222,4.4,0.3
8050,33715275e,1.2,0
8051,7ca5ee472,2.7,0.2
8052,b7fcfa1e6,1.9,0.1
8053,f6c3b531d,2.5,0
8054,3fed382c0,1.1,0.3
8055,bb8795c8d,0.6,0.6
8056,ba4811f35,0.8,0.1
8057,302d37427,8.0,0
8058,93a9e05b1,1.4,0.2
8059,201d52dee,3.5,0.1
8060,493d9cc81,3.3,0.1
8061,a5f08e991,1.8,0.5
8062,6632022cd,1.5,0.4
8063,960de1fad,1.6,0.5
8064,545711134,4.7,0
8065,e34280d51,2.8,0.5
8066,5781e566b,2.1,0.2
8067,94918fff6,4.0,0.2
8068,da7bed1f8,0.2,0.2
8069,df17a57ae,8.1,0.2
8070,843f45598,3.6,0.4
8071,4ed2fba3e,2.3,0.3
8072,3ab64c5a4,2.5,0.3
8073,aa795e561,0.5,0.2
8074,8c1c5448c,4.7,0.1
8075,a22b593a2,2.7,0.3
8076,e0ee00f9a,0.8,0.1
8077,53c344d06,0.5,0
8078,01dc16c21,7.4,0.2
